Order_Date,Region,Category,Sub_Category,Product_Name,Price,Cost,Quantity,Revenue,Profit,Inventory_Days
2023-05-31,East,Clothing,Women,Women Product 2706,28.75,26.03,2,57.5,5.439999999999998,38
2023-07-31,North,Furniture,Storage,Storage Product 9453,257.46,197.0,16,4119.36,967.3599999999997,93
2023-07-31,East,Electronics,Phones,Phones Product 2223,167.41,101.33,5,837.05,330.4,118
2023-07-31,South,Clothing,Men,Men Product 4952,282.66,237.35,10,2826.6000000000004,453.1000000000003,82
2023-09-30,East,Grocery,Beverages,Beverages Product 3798,454.26,301.4,18,8176.68,2751.4800000000005,45
2023-06-30,North,Office Supplies,Paper,Paper Product 4246,434.28,314.09,10,4342.799999999999,1201.9,65
2023-05-31,South,Clothing,Women,Women Product 4778,466.38,413.93,11,5130.18,576.9499999999998,21
2023-12-31,South,Grocery,Snacks,Snacks Product 5604,66.63,59.63,8,533.04,55.99999999999994,58
2023-08-31,West,Office Supplies,Paper,Paper Product 4176,453.79,336.78,18,8168.22,2106.1800000000007,55
2023-03-31,North,Grocery,Beverages,Beverages Product 4768,257.7,224.38,15,3865.5,499.7999999999999,110
2023-06-30,West,Clothing,Men,Men Product 3390,467.61,340.76,5,2338.05,634.2500000000001,43
2023-06-30,South,Clothing,Kids,Kids Product 3864,273.76,181.34,16,4380.16,1478.7199999999998,45
2023-11-30,South,Furniture,Chairs,Chairs Product 2461,230.93,183.71,14,3233.02,661.0799999999999,93
2023-10-31,West,Furniture,Chairs,Chairs Product 3147,51.39,44.16,3,154.17000000000002,21.690000000000012,83
2023-10-31,East,Electronics,Laptops,Laptops Product 9240,158.28,148.52,9,1424.52,87.83999999999992,60
2023-05-31,East,Clothing,Women,Women Product 9779,169.26,133.18,2,338.52,72.15999999999997,59
2023-06-30,West,Grocery,Beverages,Beverages Product 8582,316.33,289.91,12,3795.96,317.0399999999995,50
2023-04-30,West,Furniture,Chairs,Chairs Product 7611,309.37,190.04,13,4021.81,1551.2900000000002,59
2023-02-28,West,Electronics,Phones,Phones Product 1195,174.49,151.14,12,2093.88,280.2000000000003,93
2023-01-31,East,Grocery,Beverages,Beverages Product 8076,128.05,112.16,17,2176.8500000000004,270.1300000000002,88
2023-04-30,East,Office Supplies,Binders,Binders Product 9370,301.96,182.61,5,1509.8,596.7499999999998,13
2023-06-30,West,Grocery,Beverages,Beverages Product 1247,436.94,272.66,4,1747.76,657.1199999999999,82
2023-12-31,South,Clothing,Women,Women Product 1448,17.34,10.83,4,69.36,26.04,80
2023-11-30,South,Office Supplies,Binders,Binders Product 2630,444.86,352.42,7,3114.02,647.0799999999999,41
2023-09-30,South,Electronics,Laptops,Laptops Product 6677,312.89,229.7,12,3754.68,998.28,76
2023-07-31,North,Clothing,Kids,Kids Product 2055,61.39,37.56,17,1043.63,405.10999999999996,89
2023-11-30,South,Electronics,Phones,Phones Product 7214,479.27,352.13,14,6709.78,1779.9599999999998,117
2023-07-31,West,Clothing,Women,Women Product 3264,237.22,167.38,8,1897.76,558.72,102
2023-03-31,South,Grocery,Snacks,Snacks Product 8050,361.47,219.29,14,5060.58,1990.5200000000004,89
2023-07-31,East,Office Supplies,Paper,Paper Product 5661,491.76,460.23,15,7376.4,472.9499999999996,78
2023-08-31,East,Clothing,Women,Women Product 3032,300.5,234.55,5,1502.5,329.74999999999994,55
2023-09-30,South,Clothing,Men,Men Product 6632,44.99,28.36,18,809.82,299.34000000000003,21
2023-01-31,North,Electronics,Phones,Phones Product 4246,60.21,42.07,4,240.84,72.56,35
2023-10-31,South,Electronics,Laptops,Laptops Product 8506,455.69,345.98,12,5468.28,1316.5199999999998,72
2023-10-31,West,Electronics,Accessories,Accessories Product 7044,339.35,253.45,8,2714.8,687.2000000000003,60
2023-05-31,North,Furniture,Tables,Tables Product 3460,460.93,406.51,9,4148.37,489.78000000000014,18
2023-05-31,South,Office Supplies,Binders,Binders Product 4052,251.5,212.32,1,251.5,39.18000000000001,107
2023-01-31,South,Grocery,Dairy,Dairy Product 6670,179.21,144.66,15,2688.15,518.2500000000002,77
2023-04-30,West,Furniture,Storage,Storage Product 6138,113.76,104.16,11,1251.3600000000001,105.6000000000001,73
2023-07-31,West,Grocery,Beverages,Beverages Product 6224,31.11,20.37,18,559.98,193.31999999999996,97
2023-01-31,West,Furniture,Tables,Tables Product 3407,244.94,188.24,13,3184.22,737.0999999999999,47
2023-12-31,South,Electronics,Phones,Phones Product 4135,359.45,281.62,3,1078.35,233.48999999999995,32
2023-05-31,South,Grocery,Dairy,Dairy Product 1404,419.34,270.47,5,2096.7,744.3499999999997,24
2023-03-31,East,Furniture,Chairs,Chairs Product 5848,390.89,281.41,2,781.78,218.95999999999992,66
2023-01-31,East,Electronics,Laptops,Laptops Product 8927,488.23,354.31,6,2929.38,803.5200000000001,51
2023-07-31,East,Grocery,Dairy,Dairy Product 3341,19.79,12.26,9,178.10999999999999,67.77,56
2023-08-31,West,Furniture,Chairs,Chairs Product 8655,480.45,381.12,13,6245.849999999999,1291.2899999999997,32
2023-04-30,North,Electronics,Laptops,Laptops Product 8696,196.1,158.74,16,3137.6,597.7599999999998,70
2023-05-31,North,Clothing,Men,Men Product 8619,15.9,14.47,16,254.4,22.879999999999995,105
2023-09-30,West,Furniture,Chairs,Chairs Product 8273,330.94,205.64,9,2978.46,1127.7,79
2023-08-31,East,Grocery,Dairy,Dairy Product 4344,463.15,331.33,3,1389.4499999999998,395.46,38
2023-02-28,North,Office Supplies,Pens,Pens Product 3586,105.3,70.55,11,1158.3,382.25,108
2023-12-31,East,Office Supplies,Pens,Pens Product 8129,372.09,276.39,14,5209.259999999999,1339.7999999999997,81
2023-05-31,West,Clothing,Women,Women Product 9813,335.19,262.31,16,5363.04,1166.08,99
2023-09-30,North,Electronics,Laptops,Laptops Product 4505,294.98,195.68,7,2064.86,695.1000000000001,56
2023-02-28,East,Clothing,Women,Women Product 4390,398.79,268.89,11,4386.6900000000005,1428.9000000000003,78
2023-03-31,East,Clothing,Men,Men Product 1401,171.33,131.6,15,2569.9500000000003,595.9500000000003,84
2023-10-31,South,Office Supplies,Pens,Pens Product 4984,393.8,247.27,15,5907.0,2197.95,76
2023-03-31,South,Electronics,Laptops,Laptops Product 8988,230.47,196.03,15,3457.05,516.5999999999999,34
2023-01-31,West,Office Supplies,Paper,Paper Product 5808,407.56,340.26,2,815.12,134.60000000000002,90
2023-07-31,West,Electronics,Laptops,Laptops Product 1227,116.07,85.18,2,232.14,61.77999999999997,55
2023-02-28,South,Furniture,Chairs,Chairs Product 6823,297.21,276.58,2,594.42,41.25999999999999,43
2023-12-31,South,Office Supplies,Paper,Paper Product 2832,365.53,225.62,8,2924.24,1119.2799999999997,70
2023-11-30,South,Office Supplies,Pens,Pens Product 4116,421.75,290.61,16,6748.0,2098.24,20
2023-08-31,East,Furniture,Chairs,Chairs Product 9981,162.16,117.75,9,1459.44,399.68999999999994,84
2023-09-30,East,Grocery,Dairy,Dairy Product 2664,381.2,325.14,19,7242.8,1065.14,36
2023-03-31,North,Grocery,Snacks,Snacks Product 9601,54.35,45.92,8,434.8,67.44,64
2023-11-30,South,Grocery,Dairy,Dairy Product 2517,344.47,325.34,4,1377.88,76.52000000000021,32
2023-12-31,West,Office Supplies,Binders,Binders Product 6036,23.95,20.16,17,407.15,64.42999999999998,50
2023-10-31,North,Grocery,Beverages,Beverages Product 6817,224.48,142.11,7,1571.36,576.5899999999998,53
2023-11-30,South,Furniture,Tables,Tables Product 9870,128.72,85.02,2,257.44,87.4,119
2023-03-31,East,Electronics,Phones,Phones Product 1721,254.47,237.2,11,2799.17,189.9700000000001,31
2023-04-30,West,Electronics,Laptops,Laptops Product 5521,12.95,8.35,8,103.6,36.8,114
2023-02-28,North,Electronics,Accessories,Accessories Product 2148,378.24,331.71,14,5295.360000000001,651.4200000000004,101
2023-10-31,North,Clothing,Women,Women Product 6930,324.67,252.18,11,3571.3700000000003,797.3900000000001,21
2023-12-31,West,Clothing,Men,Men Product 9468,254.26,169.23,19,4830.94,1615.57,86
2023-05-31,North,Grocery,Beverages,Beverages Product 5332,454.16,272.85,11,4995.76,1994.41,84
2023-10-31,West,Furniture,Storage,Storage Product 3775,307.07,275.14,5,1535.35,159.65000000000003,30
2023-12-31,West,Furniture,Chairs,Chairs Product 8820,442.53,267.51,15,6637.95,2625.2999999999997,76
2023-03-31,West,Clothing,Men,Men Product 7292,145.07,103.81,3,435.21,123.77999999999997,96
2023-08-31,West,Furniture,Tables,Tables Product 5604,378.86,233.45,13,4925.18,1890.3300000000004,20
2023-05-31,South,Office Supplies,Paper,Paper Product 1250,411.5,326.46,7,2880.5,595.2800000000002,83
2023-05-31,East,Furniture,Tables,Tables Product 7517,379.67,258.65,18,6834.06,2178.3600000000006,82
2023-03-31,West,Electronics,Laptops,Laptops Product 3844,164.29,119.2,5,821.4499999999999,225.44999999999993,93
2023-09-30,West,Grocery,Dairy,Dairy Product 4087,357.32,333.97,8,2858.56,186.79999999999973,85
2023-06-30,North,Furniture,Chairs,Chairs Product 3533,16.65,13.19,9,149.85,31.139999999999993,27
2023-07-31,South,Clothing,Men,Men Product 8069,179.29,136.0,1,179.29,43.28999999999999,45
2023-10-31,East,Office Supplies,Binders,Binders Product 9864,104.78,87.86,13,1362.14,219.96000000000004,94
2023-05-31,West,Office Supplies,Pens,Pens Product 7260,209.22,130.12,3,627.66,237.29999999999998,33
2023-07-31,West,Furniture,Tables,Tables Product 3425,168.39,153.35,18,3031.0199999999995,270.71999999999986,111
2023-09-30,West,Electronics,Laptops,Laptops Product 3616,269.08,240.57,11,2959.8799999999997,313.6099999999999,55
2023-05-31,East,Clothing,Women,Women Product 7341,236.82,195.73,4,947.28,164.36,48
2023-05-31,East,Office Supplies,Binders,Binders Product 3786,361.73,252.7,13,4702.49,1417.3900000000003,75
2023-03-31,South,Grocery,Beverages,Beverages Product 3054,374.31,230.23,17,6363.27,2449.36,76
2023-03-31,West,Electronics,Phones,Phones Product 3631,322.45,228.11,7,2257.15,660.3799999999999,103
2023-04-30,East,Furniture,Chairs,Chairs Product 6599,347.48,324.2,1,347.48,23.28000000000003,43
2023-03-31,North,Grocery,Snacks,Snacks Product 3544,129.1,103.31,14,1807.3999999999999,361.0599999999999,15
2023-09-30,North,Office Supplies,Binders,Binders Product 3334,78.42,52.83,13,1019.46,332.6700000000001,96
2023-03-31,North,Grocery,Beverages,Beverages Product 8085,114.22,74.52,15,1713.3,595.5,70
2023-04-30,East,Grocery,Beverages,Beverages Product 4247,441.23,339.38,16,7059.68,1629.6000000000004,40
2023-12-31,East,Clothing,Kids,Kids Product 2356,213.88,196.75,16,3422.08,274.0799999999999,112
2023-05-31,North,Grocery,Snacks,Snacks Product 1152,481.65,327.98,18,8669.699999999999,2766.0599999999995,88
2023-08-31,East,Grocery,Snacks,Snacks Product 8362,61.04,54.39,14,854.56,93.09999999999998,100
2023-09-30,North,Electronics,Accessories,Accessories Product 2885,375.86,320.27,5,1879.3000000000002,277.95000000000016,11
2023-10-31,North,Electronics,Phones,Phones Product 7449,457.06,277.15,11,5027.66,1979.0100000000002,85
2023-09-30,West,Office Supplies,Paper,Paper Product 9525,454.75,429.09,13,5911.75,333.5800000000003,107
2023-10-31,West,Grocery,Dairy,Dairy Product 6696,20.28,14.11,16,324.48,98.72000000000003,26
2023-01-31,South,Office Supplies,Paper,Paper Product 8371,448.36,416.02,4,1793.44,129.36000000000013,30
2023-02-28,East,Furniture,Tables,Tables Product 7578,476.42,408.94,4,1905.68,269.9200000000001,49
2023-05-31,South,Grocery,Snacks,Snacks Product 8801,213.02,147.71,17,3621.34,1110.27,90
2023-09-30,West,Electronics,Accessories,Accessories Product 2002,401.88,292.7,13,5224.44,1419.3400000000001,24
2023-04-30,East,Furniture,Storage,Storage Product 6556,80.3,73.0,12,963.5999999999999,87.59999999999997,81
2023-01-31,West,Grocery,Beverages,Beverages Product 3298,82.08,71.26,18,1477.44,194.75999999999988,20
2023-06-30,East,Furniture,Tables,Tables Product 9399,33.47,29.45,5,167.35,20.099999999999998,101
2023-11-30,North,Office Supplies,Binders,Binders Product 6622,314.58,269.04,1,314.58,45.539999999999964,11
2023-11-30,North,Clothing,Kids,Kids Product 4774,365.84,282.09,9,3292.56,753.75,33
2023-03-31,North,Office Supplies,Paper,Paper Product 8483,174.04,135.34,7,1218.28,270.8999999999999,34
2023-02-28,South,Grocery,Snacks,Snacks Product 1622,147.58,94.9,7,1033.0600000000002,368.76000000000005,36
2023-09-30,West,Electronics,Laptops,Laptops Product 3694,138.94,116.1,9,1250.46,205.56000000000003,49
2023-07-31,North,Electronics,Accessories,Accessories Product 4810,157.08,133.21,14,2199.1200000000003,334.18000000000006,91
2023-07-31,East,Electronics,Accessories,Accessories Product 8768,222.76,191.21,8,1782.08,252.39999999999986,25
2023-08-31,South,Electronics,Laptops,Laptops Product 2797,75.3,45.64,18,1355.3999999999999,533.8799999999999,14
2023-12-31,West,Office Supplies,Pens,Pens Product 2999,37.69,30.65,17,640.73,119.67999999999998,59
2023-08-31,East,Office Supplies,Binders,Binders Product 7118,488.36,425.03,2,976.72,126.66000000000008,19
2023-10-31,North,Furniture,Chairs,Chairs Product 2336,285.5,263.67,2,571.0,43.65999999999997,75
2023-09-30,East,Grocery,Beverages,Beverages Product 8601,53.0,47.78,13,689.0,67.85999999999999,24
2023-07-31,East,Office Supplies,Binders,Binders Product 1971,56.81,37.94,9,511.29,169.83000000000004,61
2023-09-30,South,Grocery,Beverages,Beverages Product 9921,416.04,376.01,15,6240.6,600.4500000000005,115
2023-06-30,North,Furniture,Storage,Storage Product 1968,296.12,241.9,17,5034.04,921.74,53
2023-02-28,East,Furniture,Chairs,Chairs Product 5121,441.44,301.93,6,2648.64,837.06,41
2023-05-31,West,Electronics,Accessories,Accessories Product 1868,166.49,122.7,5,832.45,218.95000000000005,92
2023-06-30,South,Clothing,Kids,Kids Product 5109,338.61,279.84,17,5756.37,999.0900000000006,13
2023-07-31,North,Furniture,Storage,Storage Product 2903,87.84,63.21,11,966.24,270.93,83
2023-09-30,South,Office Supplies,Binders,Binders Product 9254,272.34,230.88,15,4085.0999999999995,621.8999999999996,24
2023-01-31,East,Office Supplies,Paper,Paper Product 7599,49.88,38.07,4,199.52,47.24000000000001,32
2023-12-31,South,Grocery,Snacks,Snacks Product 7872,245.0,171.75,1,245.0,73.25,48
2023-09-30,East,Office Supplies,Paper,Paper Product 9699,97.08,92.16,12,1164.96,59.04000000000002,25
2023-10-31,East,Grocery,Dairy,Dairy Product 8564,385.89,282.96,18,6946.0199999999995,1852.7400000000002,10
2023-11-30,West,Furniture,Storage,Storage Product 6311,304.55,188.15,4,1218.2,465.6,45
2023-05-31,West,Grocery,Beverages,Beverages Product 8103,365.18,270.43,14,5112.52,1326.5,50
2023-07-31,West,Grocery,Dairy,Dairy Product 9532,98.89,84.37,9,890.01,130.67999999999995,29
2023-07-31,North,Grocery,Beverages,Beverages Product 8171,492.49,345.28,8,3939.92,1177.6800000000003,117
2023-03-31,South,Electronics,Laptops,Laptops Product 2067,494.78,378.69,1,494.78,116.08999999999997,20
2023-08-31,South,Office Supplies,Paper,Paper Product 3560,22.82,17.21,5,114.1,28.049999999999997,24
2023-02-28,West,Office Supplies,Paper,Paper Product 6032,226.08,143.82,17,3843.36,1398.4200000000003,73
2023-09-30,North,Electronics,Accessories,Accessories Product 1362,317.47,210.49,17,5396.990000000001,1818.6600000000003,55
2023-01-31,North,Furniture,Chairs,Chairs Product 5861,184.07,148.85,8,1472.56,281.76,59
2023-10-31,West,Electronics,Accessories,Accessories Product 9820,326.2,237.47,1,326.2,88.72999999999999,12
2023-05-31,North,Office Supplies,Binders,Binders Product 8574,376.28,332.18,1,376.28,44.099999999999966,15
2023-06-30,West,Grocery,Snacks,Snacks Product 9515,473.23,404.75,1,473.23,68.48000000000002,103
2023-01-31,South,Clothing,Women,Women Product 6906,69.59,48.23,1,69.59,21.360000000000007,57
2023-02-28,South,Office Supplies,Paper,Paper Product 8386,464.22,392.6,1,464.22,71.62,28
2023-12-31,North,Grocery,Dairy,Dairy Product 6155,383.01,274.95,2,766.02,216.12,35
2023-10-31,North,Clothing,Kids,Kids Product 3212,15.51,10.54,10,155.1,49.7,70
2023-02-28,West,Office Supplies,Pens,Pens Product 4032,301.55,286.33,4,1206.2,60.88000000000011,11
2023-07-31,North,Grocery,Snacks,Snacks Product 8859,240.85,164.25,1,240.85,76.6,90
2023-03-31,South,Office Supplies,Paper,Paper Product 5475,35.22,24.84,19,669.18,197.21999999999997,16
2023-04-30,West,Office Supplies,Binders,Binders Product 2125,415.54,281.64,12,4986.4800000000005,1606.8000000000004,69
2023-05-31,West,Grocery,Dairy,Dairy Product 5189,428.67,320.28,7,3000.69,758.7300000000002,21
2023-11-30,North,Grocery,Snacks,Snacks Product 8979,310.33,219.14,17,5275.61,1550.23,55
2023-02-28,West,Clothing,Kids,Kids Product 7502,98.6,59.92,12,1183.1999999999998,464.1599999999999,50
2023-04-30,North,Furniture,Tables,Tables Product 1407,188.84,140.31,19,3587.96,922.07,115
2023-05-31,West,Grocery,Snacks,Snacks Product 5720,177.23,153.77,4,708.92,93.83999999999992,26
2023-11-30,South,Office Supplies,Paper,Paper Product 8898,288.09,265.87,12,3457.08,266.63999999999965,52
2023-11-30,North,Electronics,Phones,Phones Product 6577,218.79,145.57,3,656.37,219.66,57
2023-05-31,North,Electronics,Accessories,Accessories Product 8011,45.62,28.03,9,410.58,158.30999999999997,102
2023-07-31,South,Grocery,Dairy,Dairy Product 1355,229.19,213.75,18,4125.42,277.91999999999996,21
2023-07-31,North,Electronics,Phones,Phones Product 7363,134.23,118.96,17,2281.91,259.5899999999999,20
2023-04-30,North,Furniture,Chairs,Chairs Product 3476,278.99,249.87,7,1952.93,203.84000000000003,118
2023-03-31,East,Electronics,Phones,Phones Product 5184,33.96,31.11,3,101.88,8.550000000000004,48
2023-03-31,North,Office Supplies,Pens,Pens Product 3052,457.54,350.78,6,2745.2400000000002,640.5600000000003,88
2023-12-31,South,Clothing,Men,Men Product 5252,201.83,145.54,18,3632.94,1013.2200000000004,56
2023-02-28,West,Office Supplies,Paper,Paper Product 9496,192.47,177.76,1,192.47,14.710000000000008,86
2023-06-30,South,Electronics,Laptops,Laptops Product 6337,344.0,290.59,17,5848.0,907.9700000000005,87
2023-07-31,South,Furniture,Storage,Storage Product 9624,384.82,246.59,6,2308.92,829.3799999999999,29
2023-08-31,North,Electronics,Laptops,Laptops Product 9509,128.94,104.8,19,2449.86,458.66,115
2023-03-31,East,Electronics,Phones,Phones Product 2003,225.97,202.34,14,3163.58,330.81999999999994,48
2023-12-31,North,Electronics,Accessories,Accessories Product 7494,376.58,290.81,17,6401.86,1458.0899999999997,44
2023-07-31,East,Furniture,Storage,Storage Product 7069,180.54,123.2,12,2166.48,688.0799999999999,67
2023-06-30,West,Furniture,Chairs,Chairs Product 5499,232.73,212.94,5,1163.6499999999999,98.94999999999996,66
2023-03-31,North,Clothing,Women,Women Product 4427,231.77,179.63,5,1158.8500000000001,260.70000000000005,48
2023-03-31,North,Clothing,Kids,Kids Product 3927,290.93,178.38,18,5236.74,2025.9,89
2023-11-30,East,Furniture,Chairs,Chairs Product 2518,143.18,123.22,7,1002.26,139.72000000000006,47
2023-09-30,South,Clothing,Women,Women Product 7499,277.6,202.99,1,277.6,74.61000000000001,114
2023-01-31,East,Furniture,Chairs,Chairs Product 6039,471.87,400.79,15,7078.05,1066.1999999999998,10
2023-03-31,South,Furniture,Chairs,Chairs Product 1423,359.92,270.01,12,4319.04,1078.9200000000003,21
2023-01-31,South,Office Supplies,Pens,Pens Product 6499,47.26,41.61,9,425.34,50.84999999999999,103
2023-06-30,West,Clothing,Kids,Kids Product 8637,112.96,79.01,14,1581.4399999999998,475.29999999999984,106
2023-07-31,East,Office Supplies,Paper,Paper Product 7804,72.08,47.49,18,1297.44,442.61999999999995,36
2023-03-31,West,Grocery,Dairy,Dairy Product 4856,158.92,143.21,7,1112.4399999999998,109.96999999999986,11
2023-12-31,North,Clothing,Women,Women Product 3409,195.58,123.22,15,2933.7000000000003,1085.4,60
2023-07-31,West,Electronics,Laptops,Laptops Product 3906,312.3,245.02,12,3747.6000000000004,807.36,98
2023-01-31,North,Electronics,Accessories,Accessories Product 2071,88.74,67.96,16,1419.84,332.48,112
2023-06-30,North,Electronics,Laptops,Laptops Product 4570,432.4,349.76,16,6918.4,1322.2399999999998,22
2023-04-30,West,Grocery,Snacks,Snacks Product 8574,26.58,23.49,11,292.38,33.989999999999995,72
2023-03-31,East,Electronics,Laptops,Laptops Product 4684,265.88,220.31,13,3456.44,592.4099999999999,115
2023-02-28,East,Office Supplies,Binders,Binders Product 9805,450.18,320.12,12,5402.16,1560.72,90
2023-06-30,West,Electronics,Laptops,Laptops Product 4610,477.58,416.61,9,4298.22,548.7299999999998,23
2023-04-30,West,Electronics,Phones,Phones Product 8234,226.62,157.74,14,3172.6800000000003,964.3199999999999,82
2023-02-28,South,Furniture,Storage,Storage Product 3855,94.73,78.07,15,1420.95,249.90000000000015,108
2023-11-30,East,Grocery,Snacks,Snacks Product 5433,192.1,154.92,2,384.2,74.36000000000001,47
2023-05-31,East,Office Supplies,Paper,Paper Product 8860,211.09,166.37,3,633.27,134.16,39
2023-10-31,East,Clothing,Men,Men Product 8675,352.06,260.0,7,2464.42,644.4200000000001,82
2023-10-31,North,Grocery,Snacks,Snacks Product 6767,468.45,318.37,5,2342.25,750.3999999999999,70
2023-10-31,North,Grocery,Dairy,Dairy Product 3687,36.35,31.72,12,436.20000000000005,55.56000000000003,75
2023-01-31,North,Grocery,Dairy,Dairy Product 6464,93.2,86.28,15,1398.0,103.80000000000003,31
2023-05-31,South,Electronics,Accessories,Accessories Product 8465,453.1,311.71,16,7249.6,2262.2400000000007,86
2023-08-31,West,Furniture,Chairs,Chairs Product 9440,122.88,85.06,10,1228.8,378.19999999999993,50
2023-12-31,East,Electronics,Accessories,Accessories Product 8099,316.28,221.97,3,948.8399999999999,282.92999999999995,46
2023-10-31,South,Grocery,Snacks,Snacks Product 8261,37.64,28.15,7,263.48,66.43,54
2023-04-30,North,Grocery,Beverages,Beverages Product 9616,373.76,339.36,1,373.76,34.39999999999998,58
2023-05-31,South,Furniture,Storage,Storage Product 1637,133.93,115.15,15,2008.95,281.70000000000005,31
2023-02-28,West,Office Supplies,Binders,Binders Product 4341,67.53,50.37,19,1283.07,326.0400000000001,64
2023-08-31,North,Grocery,Dairy,Dairy Product 2417,446.17,410.11,1,446.17,36.06,89
2023-09-30,South,Furniture,Chairs,Chairs Product 1272,394.78,248.62,14,5526.92,2046.2399999999996,116
2023-05-31,North,Clothing,Men,Men Product 1203,311.11,262.17,5,1555.5500000000002,244.7,110
2023-01-31,East,Furniture,Chairs,Chairs Product 5293,383.71,344.27,15,5755.65,591.5999999999999,37
2023-10-31,South,Grocery,Dairy,Dairy Product 4379,410.38,280.37,16,6566.08,2080.16,58
2023-11-30,North,Furniture,Chairs,Chairs Product 3776,442.92,376.72,12,5315.04,794.3999999999999,55
2023-09-30,North,Electronics,Laptops,Laptops Product 7562,262.36,248.98,14,3673.04,187.32000000000033,82
2023-06-30,South,Clothing,Men,Men Product 7721,413.53,369.72,14,5789.42,613.3399999999992,93
2023-04-30,South,Office Supplies,Binders,Binders Product 2290,16.65,11.48,1,16.65,5.169999999999998,66
2023-12-31,East,Furniture,Storage,Storage Product 8791,353.62,292.16,17,6011.54,1044.8199999999997,14
2023-06-30,East,Clothing,Women,Women Product 5505,54.94,44.98,7,384.58,69.72,68
2023-05-31,East,Electronics,Phones,Phones Product 3154,383.32,261.0,1,383.32,122.32,112
2023-06-30,North,Office Supplies,Binders,Binders Product 4394,329.7,221.46,1,329.7,108.23999999999998,53
2023-06-30,West,Furniture,Chairs,Chairs Product 9818,66.2,48.45,13,860.6,230.75,84
2023-10-31,North,Electronics,Accessories,Accessories Product 7522,387.57,365.49,12,4650.84,264.9599999999998,26
2023-05-31,West,Furniture,Tables,Tables Product 4266,235.36,195.27,11,2588.96,440.99,67
2023-09-30,West,Furniture,Chairs,Chairs Product 7567,459.56,419.75,17,7812.52,676.77,51
2023-02-28,East,Furniture,Chairs,Chairs Product 5989,173.19,139.39,18,3117.42,608.4000000000002,22
2023-08-31,West,Electronics,Laptops,Laptops Product 5000,306.65,194.1,7,2146.5499999999997,787.8499999999999,95
2023-05-31,West,Electronics,Laptops,Laptops Product 9380,249.76,225.78,11,2747.3599999999997,263.77999999999986,33
2023-01-31,East,Office Supplies,Binders,Binders Product 4146,450.51,342.53,15,6757.65,1619.7000000000003,66
2023-06-30,West,Clothing,Men,Men Product 4328,333.76,228.62,3,1001.28,315.41999999999996,37
2023-06-30,North,Electronics,Accessories,Accessories Product 9916,250.92,225.77,3,752.76,75.44999999999993,92
2023-03-31,South,Electronics,Laptops,Laptops Product 3759,81.8,54.9,3,245.39999999999998,80.69999999999999,89
2023-05-31,North,Clothing,Kids,Kids Product 9627,72.82,49.4,5,364.09999999999997,117.09999999999997,93
2023-07-31,East,Furniture,Chairs,Chairs Product 9209,377.87,293.62,6,2267.2200000000003,505.5,16
2023-03-31,East,Clothing,Women,Women Product 2586,325.69,260.1,13,4233.97,852.6699999999996,41
2023-05-31,West,Furniture,Chairs,Chairs Product 8461,291.32,245.51,13,3787.16,595.53,91
2023-10-31,South,Clothing,Women,Women Product 3727,262.99,159.58,12,3155.88,1240.92,72
2023-02-28,West,Electronics,Phones,Phones Product 2755,158.06,143.43,10,1580.6,146.29999999999995,42
2023-01-31,North,Grocery,Dairy,Dairy Product 8688,400.88,255.98,6,2405.2799999999997,869.4000000000001,16
2023-02-28,West,Grocery,Beverages,Beverages Product 5398,377.48,264.09,10,3774.8,1133.9000000000005,63
2023-11-30,East,Office Supplies,Binders,Binders Product 4275,469.61,389.15,9,4226.49,724.1400000000003,49
2023-03-31,East,Electronics,Accessories,Accessories Product 7402,175.29,164.32,8,1402.32,87.75999999999999,27
2023-05-31,East,Furniture,Storage,Storage Product 9048,383.14,346.04,9,3448.2599999999998,333.8999999999997,96
2023-04-30,West,Clothing,Men,Men Product 5004,338.09,298.95,9,3042.81,352.2599999999999,38
2023-08-31,West,Grocery,Snacks,Snacks Product 2730,337.31,279.1,14,4722.34,814.9399999999997,80
2023-06-30,East,Office Supplies,Binders,Binders Product 4588,331.08,228.08,12,3972.96,1235.9999999999995,104
2023-11-30,North,Office Supplies,Paper,Paper Product 6974,476.65,340.26,18,8579.699999999999,2455.0199999999995,16
2023-05-31,South,Electronics,Accessories,Accessories Product 1401,314.07,261.65,9,2826.63,471.78000000000014,21
2023-10-31,West,Clothing,Women,Women Product 1087,188.77,178.2,19,3586.63,200.8300000000004,41
2023-08-31,South,Clothing,Women,Women Product 3738,122.99,99.06,7,860.93,167.50999999999993,75
2023-07-31,North,Electronics,Laptops,Laptops Product 9544,43.56,29.34,17,740.52,241.74000000000004,31
2023-11-30,West,Grocery,Snacks,Snacks Product 4819,297.68,276.66,18,5358.24,378.3599999999997,118
2023-06-30,East,Office Supplies,Paper,Paper Product 7485,15.34,13.88,7,107.38,10.219999999999994,48
2023-09-30,North,Electronics,Accessories,Accessories Product 7516,330.88,230.98,12,3970.56,1198.8000000000002,73
2023-02-28,East,Clothing,Kids,Kids Product 6122,374.11,290.12,6,2244.66,503.94000000000005,108
2023-04-30,North,Furniture,Chairs,Chairs Product 8341,147.63,112.49,6,885.78,210.84,45
2023-05-31,North,Grocery,Dairy,Dairy Product 3557,462.67,415.04,6,2776.02,285.78,93
2023-08-31,North,Office Supplies,Pens,Pens Product 3108,305.63,257.7,5,1528.15,239.65000000000003,46
2023-03-31,North,Clothing,Women,Women Product 6932,410.7,380.9,15,6160.5,447.00000000000017,116
